URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,DNS_QUERY_TIMES,Type
59,12,4,159,4,91,22,12,5,3142,30,24,7684,3746,8.0,0
59,11,0,31,35,105,38,4,10,3936,44,46,29443,4404,6.0,0
59,12,0,159,35,103,0,0,0,0,0,0,0,0,0.0,0
59,11,0,6,35,32,0,0,0,0,0,0,0,0,0.0,0
59,12,1,110,35,32,14,0,3,1438,18,16,4800,1734,4.0,0
60,11,0,6,35,137,0,0,0,0,0,0,0,0,0.0,0
60,10,4,110,35,20,0,0,0,0,0,0,0,0,0.0,0
60,11,2,6,35,137,0,0,0,0,0,0,0,0,0.0,0
60,10,4,77,35,20,9,7,7,762,9,10,640,762,0.0,0
60,12,1,159,35,20,8,6,5,696,8,9,574,696,0.0,0
60,11,0,110,35,45,29,22,3,4932,35,41,23578,5392,6.0,0
60,12,2,159,6,16,6,0,4,664,8,8,609,808,2.0,0
60,9,3,87,35,109,5,0,1,622,7,7,9159,812,2.0,0
60,11,0,6,6,16,29,1,4,2630,35,35,35655,3102,6.0,0
60,11,1,6,35,168,101,4,15,7002,107,79,172138,7422,6.0,0
60,13,1,122,35,20,38,32,3,4488,44,44,44959,4944,6.0,0
60,13,4,90,12,54,23,12,5,3208,32,26,8206,3883,9.0,0
60,12,1,110,35,32,3,0,1,466,5,6,490,618,2.0,0
60,11,4,159,35,26,14,9,2,2531,18,18,8177,2819,4.0,0
60,9,4,20,35,98,0,0,0,0,0,0,0,0,0.0,0
60,13,1,6,35,142,0,0,0,0,0,0,0,0,0.0,0
61,10,3,90,35,9,0,0,0,0,0,0,0,0,0.0,0
61,12,0,72,35,32,0,0,0,0,0,0,0,0,0.0,0
61,11,3,110,35,32,0,0,0,0,0,0,0,0,0.0,0
61,9,0,90,35,149,0,0,0,0,0,0,0,0,0.0,0
61,11,0,49,35,149,20,1,5,1930,28,24,8029,2610,8.0,0
61,12,0,6,35,20,22,5,10,1673,24,22,2525,1837,2.0,0
61,12,0,159,35,103,4,3,2,432,4,6,376,432,0.0,0
61,10,1,102,35,85,5,5,3,498,5,8,508,498,0.0,0
61,12,1,102,35,85,20,8,7,1344,20,10,739,1344,0.0,0
61,11,0,6,35,30,7,3,3,582,7,5,306,582,0.0,0
61,13,0,6,35,86,7,1,3,743,11,13,1520,1033,4.0,0
61,13,1,110,35,149,31,5,8,4514,39,40,26105,5168,8.0,0
61,11,4,159,35,26,25,20,3,3252,29,35,36967,3540,4.0,0
61,10,0,173,35,23,0,0,0,0,0,0,0,0,0.0,0
62,13,0,6,35,32,8,0,2,1089,14,13,1977,1601,6.0,0
62,13,1,142,35,20,0,0,0,0,0,0,0,0,0.0,0
62,13,0,6,35,32,0,0,0,0,0,0,0,0,0.0,0
62,12,0,6,35,86,0,0,0,0,0,0,0,0,0.0,0
62,12,1,126,35,20,0,0,0,0,0,0,0,0,0.0,0
62,13,1,6,6,104,0,0,0,0,0,0,0,0,0.0,0
62,10,2,58,35,75,0,0,0,0,0,0,0,0,0.0,0
62,9,3,87,35,109,0,0,0,0,0,0,0,0,0.0,0
62,11,2,22,35,137,11,5,4,1040,15,19,2206,1374,4.0,0
62,11,1,39,16,56,32,8,11,2772,38,37,32655,3258,6.0,0
62,11,3,90,35,26,0,0,0,0,0,0,0,0,0.0,0
62,12,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
62,12,0,6,2,120,0,0,0,0,0,0,0,0,0.0,0
63,12,4,22,35,20,0,0,0,0,0,0,0,0,0.0,0
63,11,1,157,35,20,0,0,0,0,0,0,0,0,0.0,0
63,13,1,144,35,20,0,0,0,0,0,0,0,0,0.0,0
63,12,1,6,35,13,0,0,0,0,0,0,0,0,0.0,0
63,10,3,87,35,149,3,3,1,366,3,4,244,366,0.0,0
63,14,0,6,6,101,26,7,6,2506,30,25,2966,2814,4.0,0
63,11,0,6,35,98,31,5,6,2293,33,24,17664,2459,2.0,0
63,13,3,87,35,137,32,20,13,3967,38,44,23969,4429,6.0,0
63,12,1,159,35,45,14,3,4,2108,18,22,3406,2388,4.0,0
63,10,1,6,35,149,4,1,2,583,6,8,737,735,2.0,0
63,10,3,87,35,109,35,19,11,3472,41,33,24847,3944,6.0,0
63,10,1,1,35,20,29,10,7,4825,40,36,37575,5567,10.0,0
64,11,1,181,35,149,0,0,0,0,0,0,0,0,0.0,0
64,13,0,6,35,20,0,0,0,0,0,0,0,0,0.0,0
64,13,0,6,35,86,0,0,0,0,0,0,0,0,0.0,0
64,13,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
64,10,1,7,35,162,0,0,0,0,0,0,0,0,0.0,0
64,10,1,6,16,41,15,2,5,1238,17,9,760,1430,2.0,0
64,11,1,7,35,167,2,2,1,276,2,4,246,276,0.0,0
64,13,1,102,35,85,10,2,6,1197,14,17,1374,1503,4.0,0
64,11,0,6,12,62,10,1,3,1256,14,16,1909,1580,4.0,0
64,11,1,102,35,85,39,18,14,4631,49,42,12921,5353,10.0,0
64,10,3,87,35,149,26,6,5,3201,30,29,20250,3517,4.0,0
64,13,3,90,23,123,16,1,5,1910,24,24,3124,2552,8.0,0
64,13,1,74,35,131,0,0,0,0,0,0,0,0,0.0,0
64,14,1,110,35,32,0,0,0,0,0,0,0,0,0.0,0
65,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
65,11,0,6,35,86,0,0,0,0,0,0,0,0,0.0,0
65,12,4,160,6,100,35,9,12,2820,43,26,3034,3428,8.0,0
65,14,4,159,35,26,6,3,4,564,6,6,376,564,0.0,0
65,14,1,159,35,42,32,11,12,2232,32,14,954,2232,0.0,0
65,12,4,110,35,23,9,0,3,1194,13,12,1736,1498,4.0,0
65,14,4,6,35,149,326,317,3,26631,330,442,947971,26931,4.0,0
65,12,0,6,35,30,29,7,6,3999,37,37,17322,4619,8.0,0
65,11,2,6,35,137,0,0,0,0,0,0,0,0,0.0,0
65,11,1,169,35,86,0,0,0,0,0,0,0,0,0.0,0
66,14,1,6,35,55,15,1,7,1863,19,18,7303,2175,4.0,1
66,10,1,1,35,20,0,0,0,0,0,0,0,0,0.0,0
66,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
66,15,1,110,6,100,0,0,0,0,0,0,0,0,0.0,0
66,11,2,6,35,29,0,0,0,0,0,0,0,0,0.0,0
67,14,4,179,35,9,12,1,5,1366,18,17,2000,1850,6.0,1
67,14,4,1,35,20,0,0,0,0,0,0,0,0,0.0,0
67,9,0,37,35,13,0,0,0,0,0,0,0,0,0.0,0
67,10,1,84,35,32,0,0,0,0,0,0,0,0,0.0,0
67,9,3,87,35,109,27,9,5,3471,33,32,23243,3967,6.0,0
67,10,1,173,35,49,12,3,7,960,12,11,706,960,0.0,0
67,13,2,6,35,26,8,6,6,696,8,9,574,696,0.0,0
67,12,0,6,35,32,9,1,3,1283,13,14,1697,1631,4.0,0
67,12,0,6,35,86,16,6,6,2135,20,22,3485,2443,4.0,0
67,14,1,131,35,20,59,43,15,7723,67,60,37516,8331,8.0,0
67,11,4,6,35,23,16,9,5,2381,20,24,5596,2675,4.0,0
67,13,1,83,35,86,26,9,6,2154,28,34,29677,2310,2.0,0
67,13,4,7,35,98,15,0,5,1766,21,18,2293,2196,6.0,0
68,13,1,186,6,104,0,0,0,0,0,0,0,0,0.0,0
68,13,0,6,35,86,0,0,0,0,0,0,0,0,0.0,0
68,12,4,110,35,55,11,3,7,858,11,11,678,858,0.0,0
68,12,4,1,35,20,5,4,2,474,5,7,442,474,0.0,0
68,14,1,6,35,86,23,9,8,2317,27,28,3635,2633,4.0,0
68,13,4,159,35,13,20,1,4,1900,24,25,15998,2204,4.0,0
68,15,1,102,35,85,47,37,6,5242,53,55,49446,5670,6.0,0
68,12,1,139,35,20,40,34,3,6020,48,45,37704,6628,8.0,0
68,14,1,159,35,88,52,44,3,4703,56,57,69613,5033,4.0,0
68,11,1,159,35,13,48,0,3,4896,52,58,73318,5200,4.0,0
68,11,2,173,12,39,0,0,0,0,0,0,0,0,0.0,0
68,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
69,13,1,6,35,109,10,0,4,903,14,12,1489,1205,4.0,1
69,14,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
69,13,1,173,6,101,0,0,0,0,0,0,0,0,0.0,0
69,12,0,159,35,103,0,0,0,0,0,0,0,0,0.0,0
69,11,1,1,35,20,0,0,0,0,0,0,0,0,0.0,0
69,13,0,179,24,110,8,2,2,805,10,10,1196,953,2.0,0
69,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
69,12,0,6,35,137,4,3,2,432,4,4,244,432,0.0,0
69,11,1,7,35,26,3,3,1,366,3,4,244,366,0.0,0
69,13,4,1,35,20,14,8,3,2186,18,20,6913,2486,4.0,0
69,12,1,102,35,85,29,21,7,3997,35,30,16884,4425,6.0,0
69,11,4,159,35,45,19,0,4,1878,25,23,18769,2358,6.0,0
69,14,1,83,35,86,31,2,8,2131,35,33,30035,2437,4.0,0
70,15,4,6,35,63,0,0,0,0,0,0,0,0,0.0,0
70,13,0,92,6,100,0,0,0,0,0,0,0,0,0.0,0
70,14,2,34,2,120,0,0,0,0,0,0,0,0,0.0,0
70,13,1,110,35,26,0,0,0,0,0,0,0,0,0.0,0
70,14,0,23,35,42,0,0,0,0,0,0,0,0,0.0,0
70,12,1,132,35,20,0,0,0,0,0,0,0,0,0.0,0
70,15,1,159,35,20,6,4,4,552,6,9,562,552,0.0,0
70,13,0,88,6,119,10,6,7,792,10,10,636,792,0.0,0
70,13,0,6,7,158,5,5,3,498,5,8,504,498,0.0,0
70,13,1,159,24,110,16,13,2,1688,16,12,742,1688,0.0,0
70,10,0,90,35,93,49,7,3,3802,49,50,57628,3802,0.0,0
70,13,3,87,35,145,8,0,3,1100,12,12,1570,1380,4.0,0
70,12,4,90,35,63,7,4,3,752,9,12,892,922,2.0,0
70,14,4,90,35,142,48,11,11,3684,54,53,47558,4164,6.0,0
70,12,0,175,35,85,19,12,7,2506,23,27,7448,2810,4.0,0
70,14,1,159,35,26,0,0,0,0,0,0,0,0,0.0,0
70,13,0,90,35,149,0,0,0,0,0,0,0,0,0.0,0
70,13,1,159,35,20,0,0,0,0,0,0,0,0,0.0,0
71,6,3,87,35,105,0,0,0,0,0,0,0,0,0.0,0
71,16,0,110,35,154,0,0,0,0,0,0,0,0,0.0,0
71,14,1,80,6,100,0,0,0,0,0,0,0,0,0.0,0
71,13,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
71,13,1,80,35,20,73,3,5,7802,79,82,105565,8302,6.0,0
71,12,1,6,35,20,30,20,10,3317,36,35,8700,3747,6.0,0
71,11,4,184,24,110,28,4,5,2794,32,32,30923,3110,4.0,0
71,11,4,1,35,20,26,21,4,4488,35,35,14140,5084,8.0,0
71,12,1,102,35,85,65,48,7,6391,71,77,83389,6819,6.0,0
71,11,1,7,16,128,7,2,4,1131,12,11,1747,1473,4.0,0
71,11,3,90,39,20,0,0,0,0,0,0,0,0,0.0,0
72,14,3,110,6,100,0,0,0,0,0,0,0,0,0.0,0
72,14,4,159,37,136,0,0,0,0,0,0,0,0,0.0,0
72,16,4,30,35,86,0,0,0,0,0,0,0,0,0.0,0
72,12,3,87,35,86,0,0,0,0,0,0,0,0,0.0,0
72,12,0,6,35,137,0,0,0,0,0,0,0,0,0.0,0
72,15,1,51,35,20,47,13,6,6078,53,52,40968,6520,6.0,0
72,14,4,90,35,142,12,5,4,960,12,8,498,960,0.0,0
72,12,1,102,35,85,27,21,8,3862,33,33,11108,4290,6.0,0
72,9,0,33,3,8,39,2,13,3042,45,26,5914,3520,6.0,0
72,12,3,192,7,22,80,0,2,6525,84,102,126205,6843,4.0,0
72,14,1,159,24,110,0,0,0,0,0,0,0,0,0.0,0
72,11,2,7,35,133,0,0,0,0,0,0,0,0,0.0,0
72,11,0,159,35,81,0,0,0,0,0,0,0,0,0.0,0
73,14,1,110,35,53,0,0,0,0,0,0,0,0,0.0,0
73,17,0,72,35,109,0,0,0,0,0,0,0,0,0.0,0
73,13,2,22,35,137,0,0,0,0,0,0,0,0,0.0,0
73,15,2,159,35,13,0,0,0,0,0,0,0,0,0.0,0
73,13,2,22,35,137,27,12,5,3149,33,34,37964,3647,6.0,0
73,15,2,14,35,20,0,0,0,0,0,0,0,0,0.0,0
73,15,4,6,6,100,208,0,1,14530,210,278,466055,14688,2.0,0
73,11,1,53,35,45,22,11,12,1524,22,19,1268,1524,0.0,0
73,11,1,80,35,20,3,3,1,366,3,5,306,366,0.0,0
73,17,1,110,18,129,11,6,8,810,11,14,913,810,0.0,0
73,15,0,191,35,20,23,4,3,2425,29,36,33598,2881,6.0,0
73,13,0,162,35,55,51,6,5,3932,55,48,87340,4252,4.0,0
73,12,1,102,35,85,49,43,4,5365,55,60,78671,5793,6.0,0
73,17,1,155,35,20,0,0,0,0,0,0,0,0,0.0,0
74,11,0,110,38,52,11,0,3,1260,19,17,2399,1850,8.0,1
74,12,3,90,35,113,0,0,0,0,0,0,0,0,0.0,0
74,13,1,102,35,85,3,3,1,366,3,5,306,366,0.0,0
74,12,3,87,6,125,5,4,2,486,5,6,480,486,0.0,0
74,16,1,159,35,81,8,1,3,1088,14,13,2036,1524,6.0,0
75,13,1,6,35,109,8,0,6,801,10,9,677,951,2.0,1
75,15,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
75,14,1,151,35,20,4,3,2,432,4,6,372,432,0.0,0
75,14,4,80,35,20,39,18,14,4631,49,42,12921,5353,10.0,0
75,12,1,97,35,149,0,0,0,0,0,0,0,0,0.0,0
75,15,0,110,35,32,0,0,0,0,0,0,0,0,0.0,0
76,13,0,88,6,119,10,4,5,780,10,7,442,780,0.0,0
76,12,1,6,35,10,0,0,0,0,0,0,0,0,0.0,0
77,15,3,87,35,137,5,5,3,498,5,8,508,498,0.0,0
77,13,0,6,35,137,17,7,9,1206,17,15,991,1206,0.0,0
77,14,3,87,35,23,6,3,4,564,6,7,442,564,0.0,0
77,14,1,80,35,20,27,0,4,2403,31,30,27476,2741,4.0,0
77,13,4,185,35,172,33,1,5,3244,43,40,24630,4114,10.0,0
77,14,4,1,35,20,25,20,3,3591,31,31,13757,4041,6.0,0
78,10,4,6,35,86,0,0,0,0,0,0,0,0,0.0,0
78,16,1,110,35,53,11,1,3,1335,17,17,2109,1835,6.0,0
78,17,1,125,35,20,0,0,0,0,0,0,0,0,0.0,0
78,11,1,110,35,149,17,9,9,1594,17,18,1152,1594,0.0,0
78,15,2,6,18,135,8,0,3,528,8,2,124,528,0.0,0
78,16,1,80,35,20,13,6,9,1026,13,14,904,1026,0.0,0
78,15,0,106,35,29,8,6,6,672,8,9,562,672,0.0,0
78,13,1,142,35,20,39,35,2,5949,47,47,32891,6557,8.0,0
78,10,4,6,35,86,36,3,10,2981,42,41,31493,3449,6.0,0
78,12,1,97,35,149,19,6,4,2781,24,24,18410,3085,4.0,0
78,13,0,90,35,149,62,0,3,4725,66,65,97272,5023,4.0,0
78,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
78,17,2,6,35,137,0,0,0,0,0,0,0,0,0.0,0
78,16,0,85,35,20,23,5,11,2106,27,31,6415,2410,4.0,0
79,13,0,92,35,14,0,0,0,0,0,0,0,0,0.0,0
79,14,4,110,35,109,0,0,0,0,0,0,0,0,0.0,0
79,15,1,7,35,154,0,0,0,0,0,0,0,0,0.0,0
79,15,1,6,35,13,6,3,4,564,6,8,504,564,0.0,0
79,16,0,100,35,42,13,1,3,1763,19,19,2308,2233,6.0,0
80,12,1,6,35,20,0,0,0,0,0,0,0,0,0.0,0
80,12,1,80,35,20,41,0,5,3333,45,43,42229,3715,4.0,0
80,13,4,110,35,20,50,43,12,7282,60,57,24220,8042,10.0,0
80,17,0,175,5,1,22,18,3,3156,22,15,4966,3156,0.0,0
80,11,3,87,35,20,33,10,8,3764,41,23,7356,4412,8.0,0
80,16,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
80,13,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
80,12,2,6,35,9,0,0,0,0,0,0,0,0,0.0,0
81,17,4,88,35,26,0,0,0,0,0,2,124,0,0.0,1
81,14,1,80,35,20,75,8,16,7388,79,76,65108,7734,4.0,0
81,18,2,22,35,99,11,6,1,2088,15,15,7459,2388,4.0,0
81,16,3,87,35,137,2,2,1,276,2,3,184,276,0.0,0
81,13,3,87,35,86,16,1,2,2074,22,27,10646,2540,6.0,0
81,11,1,110,35,149,23,2,6,2362,31,23,5472,3008,8.0,0
81,16,1,110,35,32,15,0,3,1894,19,20,7062,2198,4.0,0
81,15,0,6,35,45,17,0,3,2281,21,22,29619,2581,4.0,0
81,12,0,6,35,34,47,3,8,3718,51,47,44519,4064,4.0,0
82,17,4,88,35,26,0,0,0,0,0,2,124,0,0.0,1
82,17,4,88,35,26,0,0,0,0,0,3,186,0,0.0,1
82,13,0,166,24,110,8,3,6,696,8,9,574,696,0.0,0
82,17,3,87,35,149,5,4,2,498,5,6,376,498,0.0,0
82,17,1,110,35,32,3,0,1,488,5,6,482,632,2.0,0
82,13,3,87,35,34,31,26,6,3286,37,45,28351,3776,6.0,0
82,18,1,80,35,20,45,2,5,3565,49,49,58127,3903,4.0,0
82,12,0,6,35,34,0,0,0,0,0,0,0,0,0.0,0
83,17,4,88,35,26,1,1,1,90,1,5,416,90,0.0,1
83,17,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
83,11,1,6,18,35,11,4,4,1278,17,16,1874,1750,6.0,0
83,16,1,187,35,149,7,3,3,630,7,5,310,630,0.0,0
83,21,1,180,35,23,22,8,7,1628,26,25,14894,1944,4.0,0
83,15,1,80,35,20,29,0,3,2523,33,34,44807,2881,4.0,0
83,19,0,29,0,31,9,0,3,1165,15,16,1673,1673,6.0,0
83,13,0,159,35,74,24,3,7,2676,28,20,3594,3000,4.0,0
84,15,1,29,35,154,25,0,5,2262,29,27,33205,2588,4.0,1
84,17,1,6,35,138,0,0,0,0,0,0,0,0,0.0,0
84,12,0,22,35,13,0,0,0,0,0,0,0,0,0.0,0
84,15,4,6,35,134,0,0,0,0,0,0,0,0,0.0,0
84,14,1,80,35,20,11,11,7,834,11,13,894,834,0.0,0
85,13,1,29,35,154,37,0,8,3630,43,40,34113,4118,6.0,1
85,12,1,110,35,149,7,7,3,618,7,9,562,618,0.0,0
85,15,1,80,35,20,7,7,3,582,7,9,632,582,0.0,0
86,15,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
86,17,1,6,35,61,0,0,0,0,0,0,0,0,0.0,0
86,16,4,57,35,13,30,8,9,2296,30,11,688,2296,0.0,0
86,13,0,100,35,42,20,0,2,2487,26,18,2587,2979,6.0,0
86,16,1,80,35,20,67,4,10,6257,71,53,51527,6619,4.0,0
86,15,4,110,35,26,10,0,2,2202,14,15,3304,2490,4.0,0
86,16,1,22,35,20,0,0,0,0,0,0,0,0,0.0,0
87,17,1,159,35,26,0,0,0,0,0,0,0,0,0.0,0
87,13,1,133,35,20,26,22,1,4523,32,34,26400,4979,6.0,0
87,18,1,159,35,32,8,5,5,660,8,10,661,660,0.0,0
87,15,4,90,35,172,14,0,5,1482,20,18,8797,1914,6.0,0
87,14,3,87,35,48,17,6,10,1457,21,20,2112,1781,4.0,0
87,16,1,159,35,20,17,9,2,3124,23,21,9563,3564,6.0,0
87,16,1,80,35,20,0,0,0,0,0,0,0,0,0.0,0
88,14,3,87,35,86,0,0,0,0,0,0,0,0,0.0,0
88,17,4,90,35,172,8,8,1,1008,8,8,486,1008,0.0,0
88,17,1,110,6,100,4,3,2,432,4,6,372,432,0.0,0
88,15,1,97,35,149,20,2,8,2133,24,26,17337,2437,4.0,0
88,13,4,6,35,86,84,32,4,7350,90,110,143113,7830,6.0,0
88,16,4,90,35,172,0,0,0,0,0,0,0,0,0.0,0
89,18,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
89,20,1,19,35,20,4,3,2,432,4,4,244,432,0.0,0
89,16,1,110,35,93,9,3,4,738,9,5,306,738,0.0,0
89,13,3,87,35,20,6,2,5,516,6,4,246,516,0.0,0
89,16,4,110,35,42,6,3,2,564,6,4,244,564,0.0,0
89,17,1,80,35,20,55,6,14,4155,59,53,45079,4533,4.0,0
89,15,4,6,35,86,73,58,6,6789,79,89,110553,7245,6.0,0
89,20,4,111,35,20,25,0,8,2200,29,30,28829,2480,4.0,0
90,16,1,187,35,131,7,4,4,630,7,9,568,630,0.0,0
90,17,2,6,35,93,7,3,3,606,7,4,244,606,0.0,0
90,17,1,163,6,100,17,3,4,2162,23,24,14374,2634,6.0,0
90,16,4,159,35,42,38,1,9,3432,42,48,64807,3754,4.0,0
90,17,4,111,35,20,7,0,5,804,8,2,124,804,0.0,0
90,16,1,111,35,20,0,0,0,0,0,0,0,0,0.0,0
91,17,1,80,35,20,39,0,2,3223,43,41,42120,3597,4.0,0
91,14,1,6,14,24,13,3,6,1591,17,15,1936,1931,4.0,0
91,19,1,28,25,72,0,0,0,0,0,0,0,0,0.0,0
92,19,1,72,35,61,0,0,0,0,0,0,0,0,0.0,0
92,18,1,6,35,86,0,0,0,0,0,0,0,0,0.0,0
92,17,4,90,35,172,16,1,6,1607,22,18,1690,2055,6.0,0
93,19,4,88,35,26,1,1,1,90,1,4,354,90,0.0,1
93,19,0,90,35,172,41,28,6,5321,49,45,24126,5935,8.0,0
94,20,1,6,35,71,11,0,3,1260,19,17,2399,1850,8.0,1
94,19,4,88,35,26,1,1,1,90,1,4,354,90,0.0,1
94,19,4,88,35,26,0,0,0,0,0,3,186,0,0.0,1
94,19,1,72,35,71,20,8,6,2976,26,23,8187,3476,6.0,0
95,19,4,88,35,26,1,1,1,90,1,4,354,90,0.0,1
95,19,4,88,35,26,1,1,1,90,1,5,416,90,0.0,1
95,14,4,92,12,54,0,0,0,0,0,0,0,0,0.0,0
95,19,1,159,35,20,0,0,0,0,0,0,0,0,0.0,0
95,19,0,106,35,29,5,3,3,486,5,5,306,486,0.0,0
96,18,4,185,35,172,0,0,0,0,0,0,0,0,0.0,0
96,15,0,106,35,29,0,0,0,0,0,0,0,0,0.0,0
96,19,4,159,35,26,0,0,0,0,0,0,0,0,0.0,0
97,15,1,29,36,76,3,0,2,198,3,6,384,198,0.0,1
97,17,1,110,35,53,43,0,2,3252,47,47,60076,3564,4.0,0
97,15,3,87,35,109,40,32,7,5024,46,37,15154,5500,6.0,0
98,19,3,87,35,137,0,0,0,0,0,0,0,0,0.0,0
98,18,1,159,19,47,6,3,2,564,6,5,306,564,0.0,0
98,18,1,159,35,167,44,17,11,5171,52,46,36825,5811,8.0,0
98,16,4,159,35,20,22,10,9,2784,28,30,14114,3312,6.0,0
98,18,1,159,19,47,21,3,6,2038,25,14,1507,2354,4.0,0
99,20,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
99,20,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
99,14,0,72,35,42,0,0,0,0,0,0,0,0,0.0,0
99,16,1,6,35,33,4,3,2,432,4,5,310,432,0.0,0
99,22,0,90,28,107,19,5,5,2137,23,29,17922,2425,4.0,0
99,15,4,92,6,100,20,2,6,2010,24,24,13434,2334,4.0,0
100,20,1,6,11,17,2,1,2,132,2,4,256,132,0.0,1
100,20,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
100,20,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
100,20,1,6,11,17,1,0,1,66,1,3,190,66,0.0,1
100,15,4,179,6,19,8,3,5,660,8,13,798,660,0.0,0
100,19,1,173,6,118,27,0,2,3458,29,27,55407,3622,2.0,0
101,20,4,159,35,26,45,40,4,4721,49,74,82395,5009,4.0,0
101,20,4,92,35,30,32,9,6,3327,38,32,10505,3769,6.0,0
101,16,4,92,6,100,5,2,3,474,5,3,184,474,0.0,0
101,20,1,80,35,20,62,4,3,7415,68,72,93298,7975,6.0,0
101,18,4,159,35,93,61,51,6,6027,69,76,124751,6601,8.0,0
101,19,1,6,35,32,47,0,2,4104,51,84,131895,4380,4.0,0
102,16,1,90,6,100,0,0,0,0,0,0,0,0,0.0,0
102,12,1,179,35,20,0,0,0,0,0,0,0,0,0.0,0
102,20,0,106,35,29,0,0,0,0,0,0,0,0,0.0,0
102,17,0,6,35,86,48,11,11,3684,54,53,47558,4164,6.0,0
103,21,4,6,35,154,0,0,0,0,0,0,0,0,0.0,0
103,17,4,7,35,98,0,0,0,0,0,0,0,0,0.0,0
103,16,1,110,35,9,0,0,0,0,0,0,0,0,0.0,0
103,20,4,22,35,26,0,0,0,0,0,0,0,0,0.0,0
104,17,0,106,35,29,0,0,0,0,0,0,0,0,0.0,0
104,16,3,87,35,86,4,3,2,432,4,5,310,432,0.0,0
104,18,4,179,35,149,3,3,1,366,3,4,244,366,0.0,0
104,17,1,173,35,137,0,0,0,0,0,0,0,0,0.0,0
105,21,1,6,35,63,39,3,4,3238,43,44,26870,3550,4.0,0
105,22,4,6,35,86,0,0,0,0,0,0,0,0,0.0,0
106,21,4,6,35,86,0,0,0,0,0,0,0,0,0.0,0
106,18,1,6,35,55,7,5,5,630,7,8,508,630,0.0,0
106,19,3,87,35,23,18,13,4,3381,24,22,14656,3851,6.0,0
106,19,1,72,35,86,54,3,5,5078,60,61,68512,5512,6.0,0
106,22,1,185,35,20,0,0,0,0,0,0,0,0,0.0,0
107,23,1,6,35,86,6,3,2,564,6,4,244,564,0.0,0
108,21,0,159,35,20,0,0,0,0,0,0,0,0,0.0,0
108,23,4,90,35,81,9,0,3,1481,13,12,1327,1773,4.0,0
108,18,4,159,35,142,28,20,1,4422,36,34,44454,4982,8.0,0
109,20,0,106,35,29,0,0,0,0,0,0,0,0,0.0,0
109,18,4,183,35,32,0,0,0,0,0,0,0,0,0.0,0
110,15,0,15,35,34,8,4,3,822,12,13,1527,1178,4.0,0
111,22,1,13,24,110,13,1,7,1524,17,12,1603,1844,4.0,0
112,19,0,159,39,26,0,0,0,0,0,0,0,0,0.0,0
113,18,1,6,35,55,0,0,0,0,0,0,0,0,0.0,0
113,21,0,75,35,55,7,6,3,606,7,9,595,606,0.0,0
114,23,4,110,35,30,4,2,3,396,4,4,246,396,0.0,0
114,19,1,110,6,160,15,4,7,1062,15,11,702,1062,0.0,0
115,18,1,83,35,86,0,0,0,0,0,0,0,0,0.0,0
115,20,1,6,35,86,13,3,3,1984,19,18,2183,2484,6.0,0
115,19,0,159,35,86,47,10,10,4284,53,41,28130,4772,6.0,0
116,18,3,87,6,100,24,0,4,2314,28,38,43123,2616,4.0,0
116,18,1,6,35,63,23,17,8,1970,27,26,2183,2262,4.0,0
118,28,1,159,35,20,10,2,6,970,14,11,1484,1298,4.0,0
118,23,4,111,35,20,30,3,6,2624,34,33,30904,2904,4.0,0
120,20,3,87,35,81,73,0,3,5466,77,78,97306,5774,4.0,0
120,20,1,6,35,55,15,2,6,1692,19,18,1627,2012,4.0,0
122,22,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
122,23,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
122,23,1,93,35,13,23,18,8,2126,23,20,1272,2126,0.0,0
123,24,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
123,25,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
123,18,1,6,35,55,0,0,0,0,0,0,0,0,0.0,0
123,24,1,159,35,81,95,89,9,7556,99,157,244958,7848,4.0,0
123,21,1,6,35,20,11,0,2,1344,15,13,1927,1652,4.0,0
